tweet_id	date	retweet	Additive Manufacturing	Artificial Intelligence	CryptoCurrencies	Computing Infrastructure	Digital Health	Internet of Things	Quantum Computing	Robotics	Autonomous Vehicles	Hashtags	lat	lon	Country	Sentiment Score	Sentiment	anger	anticipation	disgust	fear	joy	negative	positive	sadness	surprise	trust	URLs	followers	friends	statuses
60	Mon Oct 15 19:56:32 +0000 2018	1	0	0	0	0	0	0	0	1	0	#blockchains;#blockchain;#Blockchain;Blockchain;#Blockchain	Null	Null		0.3182	POS	0.0	0.0	0.0	0.0	0.0	0.0	0.3333333333333333	0.0	0.0	0.0	None	11030	11725	4438
61	Mon Oct 15 20:21:22 +0000 2018	0	0	0	0	0	0	0	0	0	0		Null	Null		0.0	NEU	0.1111111111111111	0.0	0.1111111111111111	0.2222222222222222	0.1111111111111111	0.2222222222222222	0.2222222222222222	0.1111111111111111	0.0	0.0	https://dailygalaxy.com/2018/10/stephen-hawking-predicted-race-of-superhumans-there-will-be-a-race-of-self-designing-beings/	4361	4179	2287
62	Mon Oct 15 20:32:43 +0000 2018	1	0	0	0	0	0	0	0	0	0		Null	Null		0.0	NEU	0.0	0.3333333333333333	0.0	0.3333333333333333	0.0	0.0	0.3333333333333333	0.0	0.0	0.0	None	307	1009	8658
63	Thu Oct 11 04:55:19 +0000 2018	1	0	0	0	0	0	0	0	0	0		Null	Null	@Startup365_fr	0.0	NEU	0.0	0.2	0.0	0.0	0.0	0.0	0.2	0.0	0.0	0.0	https://buff.ly/2RsO0a9	2977	4966	9636
64	Mon Oct 15 19:42:55 +0000 2018	1	0	0	0	0	0	0	0	0	0		Null	Null	Probolinggo jawa timur indonesia	0.8126	POS	0.0	0.0	0.0	0.0	0.16666666666666666	0.0	0.6666666666666666	0.0	0.0	0.0	None	2393	3009	902
65	Mon Oct 15 20:19:39 +0000 2018	1	0	0	0	0	0	0	1	0	0	#healthIT;#healthcare	Null	Null	Newton, MA	0.0	NEU	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	https://bit.ly/2IZ69sj	13634	3843	23396
66	Mon Oct 15 20:32:11 +0000 2018	1	0	0	0	0	0	0	0	0	0		Null	Null	Germany	0.0	NEU	0	0	0	0	0	0	0	0	0	0	None	1959	2378	8079
67	Thu Oct 11 04:24:49 +0000 2018	1	0	0	0	0	0	0	0	0	0		Null	Null	@Startup365_fr	0.0	NEU	0.0	0.2	0.0	0.0	0.0	0.0	0.2	0.0	0.0	0.0	https://buff.ly/2RsO0a9	2773	4977	9920
68	Mon Oct 15 20:19:18 +0000 2018	1	0	0	0	0	0	0	0	0	0		Null	Null	Boston, MA	0.6114	POS	0.0	0.2	0.0	0.0	0.2	0.0	0.2	0.0	0.0	0.0	None	743	1144	1582
69	Wed Oct 10 23:13:00 +0000 2018	0	0	1	0	0	0	1	0	0	0	#quantumcomputer;#Quantum;#quantum;Artificial	Null	Null		0.25	POS	0	0	0	0	0	0	0	0	0	0	http://bit.ly/2RGdj92	1499	1026	10586
70	Mon Oct 15 20:31:01 +0000 2018	0	0	0	0	0	0	0	1	0	0	#Digitalhealth;#DigitalHealth;digitalhealth	Null	Null		0.0	NEU	0	0	0	0	0	0	0	0	0	0	None	18	45	3
71	Mon Oct 15 20:16:00 +0000 2018	0	0	0	0	0	0	0	1	0	0	#healthIT;#healthcare	Null	Null	East Coast, USA	0.0	NEU	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	https://bit.ly/2IZ69sj	4334	251	1215
72	Mon Oct 15 19:32:54 +0000 2018	1	0	0	0	0	0	0	0	0	0		Null	Null	Беларусь	0.8126	POS	0.0	0.0	0.0	0.0	0.16666666666666666	0.0	0.6666666666666666	0.0	0.0	0.0	None	2181	4624	15685
73	Wed Oct 10 20:22:59 +0000 2018	1	0	0	0	0	0	0	0	0	0		Null	Null		0.0	NEU	0.0	0.2	0.0	0.0	0.0	0.0	0.2	0.0	0.0	0.0	https://buff.ly/2RsO0a9	1714	236	41439
